ID,Crossing,Balance,Aggression,Composure,Ballcontrol,Acceleration,Agility,Overall
220204,59,74,53,65,69,73,78,70
160044,66,59,66,62,61,67,51,70
230188,71,74,55,63,62,75,71,70
189996,64,64,65,54,66,69,66,70
226093,49,74,66,62,72,90,80,70
192045,68,72,40,68,71,86,78,70
194349,65,83,49,60,64,88,84,70
197678,17,34,33,55,22,43,42,70
206126,56,88,62,67,69,88,84,70
217646,18,56,25,29,27,44,68,70
230190,70,71,69,62,64,64,47,70
173614,42,60,76,58,47,37,58,70
110638,11,42,28,50,28,47,31,70
121134,13,42,42,30,14,38,41,70
204847,68,68,65,64,65,75,63,70
218415,72,60,79,63,68,67,60,70
222511,15,51,18,23,22,45,50,70
160047,77,71,57,66,62,71,72,70
203568,71,61,60,69,73,76,72,70
152880,74,74,70,74,72,52,71,70
219184,13,38,61,60,52,41,54,70
212785,44,77,59,57,68,72,69,70
234033,72,40,81,61,74,57,65,70
177969,47,40,83,48,54,45,44,70
220466,72,73,66,64,73,69,76,70
223794,64,69,55,55,72,92,90,70
170290,76,76,47,70,69,77,77,70
205619,70,77,58,62,71,80,68,70
221747,66,76,49,65,73,81,79,70
229683,39,59,36,67,77,62,67,70
230195,66,64,85,67,64,49,67,70
193331,12,64,13,24,27,59,63,70
196916,68,60,66,72,69,57,64,70
139572,70,81,55,70,70,74,80,70
225844,64,93,58,64,77,91,85,70
173108,21,23,21,14,14,35,49,70
205365,70,70,53,69,72,78,75,70
207669,63,69,57,64,69,88,70,70
208437,71,80,89,71,66,65,67,70
217653,53,54,66,60,63,59,75,70
160053,38,67,67,78,59,76,71,70
230965,52,73,61,72,69,71,62,70
182837,63,70,70,68,71,90,88,70
187701,67,62,60,64,65,74,66,70
222262,44,62,52,75,65,73,69,70
225591,69,91,36,61,73,75,88,70
168759,68,76,65,62,67,81,75,70
197688,73,73,70,65,71,75,78,70
160056,57,61,49,60,51,56,45,70
165176,65,61,48,64,67,71,73,70
197689,13,37,33,58,21,30,43,70
216377,38,37,81,74,54,53,46,70
178233,52,73,53,58,70,71,78,70
198970,41,46,77,63,51,65,57,70
204346,68,86,48,60,70,82,81,70
206650,66,52,70,76,72,67,68,70
202811,22,49,37,37,26,59,49,70
204347,26,37,74,61,59,34,58,70
211515,17,52,19,25,24,46,56,70
214331,35,53,55,67,66,66,73,70
107579,16,40,39,55,23,45,48,70
239675,76,56,72,68,67,72,59,70
208700,68,66,47,63,74,86,76,70
210236,38,45,77,61,52,48,34,70
156988,62,82,68,71,71,57,74,70
202557,59,62,55,70,71,68,71,70
218430,41,67,58,63,46,76,70,70
240702,36,58,46,62,62,63,56,70
186430,52,66,72,56,70,52,61,70
135743,51,56,63,71,65,60,64,70
203327,50,33,52,66,67,55,44,70
211263,44,51,65,61,59,53,59,70
192319,75,69,67,63,69,71,70,70
230464,68,64,63,71,71,51,63,70
232512,68,87,28,65,68,89,92,70
192320,70,53,70,76,74,52,60,70
197441,74,70,70,61,61,75,72,70
223297,60,71,75,63,69,74,73,70
170305,60,68,70,68,70,53,66,70
183361,32,52,58,73,64,29,29,70
190529,70,78,53,64,71,80,76,70
138306,59,66,49,65,69,80,74,70
160066,35,39,66,60,68,48,38,70
228674,60,71,74,65,65,83,79,70
212803,67,92,34,71,70,78,91,70
219715,11,41,21,24,25,40,36,70
163907,58,66,71,57,63,67,65,70
184643,70,75,55,72,67,77,76,70
203588,70,64,68,67,68,81,81,70
213316,32,58,68,62,35,62,36,70
160068,36,29,72,65,49,71,32,70
225604,66,79,63,64,67,79,75,70
212037,65,78,60,58,69,85,79,70
213573,18,52,36,54,23,40,37,70
214085,58,72,61,53,62,73,71,70
232517,69,94,33,63,66,88,94,70
183365,28,47,74,68,46,46,52,70
222022,72,74,61,44,68,85,73,70
13127,67,90,49,58,73,61,71,70
214343,47,69,71,64,66,71,68,70
222535,73,68,67,60,64,79,75,70
192071,65,86,38,74,73,88,89,70
209736,64,78,60,70,76,89,86,70
230472,66,64,48,67,67,72,81,70
231240,59,93,55,54,80,89,95,70
192072,69,85,60,73,76,69,83,70
205641,66,78,36,63,71,76,79,70
200778,65,53,66,63,65,81,78,70
203850,25,63,65,69,56,68,59,70
205386,19,37,31,38,25,42,33,70
230474,77,82,37,72,77,87,83,70
189514,69,79,69,64,65,79,69,70
157515,70,73,65,63,65,70,71,70
225100,57,66,63,63,65,75,64,70
226636,67,77,52,60,67,78,80,70
232524,68,60,65,64,63,61,58,70
170828,64,76,34,75,74,76,75,70
107084,13,34,35,41,21,31,22,70
215117,60,73,80,62,64,68,70,70
215373,64,68,27,73,73,57,76,70
152909,71,63,51,72,73,73,82,70
160077,44,55,63,60,52,65,59,70
201038,43,72,46,68,72,80,80,70
142670,61,69,77,75,70,49,57,70
229966,69,74,52,62,70,75,74,70
190542,67,74,45,69,71,79,81,70
202064,67,86,73,69,69,76,76,70
203344,68,67,67,70,68,78,74,70
217168,67,70,66,62,66,78,68,70
230480,43,58,44,72,76,58,73,70
240976,66,71,62,73,66,71,74,70
183632,68,72,70,70,72,65,68,70
214097,67,67,69,65,73,67,65,70
236113,64,79,62,62,64,85,84,70
138066,70,75,60,66,70,55,71,70
204370,59,70,53,75,72,69,69,70
207954,43,60,77,61,32,65,59,70
227667,71,57,47,63,69,78,80,70
188499,61,68,71,73,70,70,60,70
215380,26,44,63,47,49,31,48,70
217940,60,73,81,62,59,79,77,70
197973,66,49,78,70,61,61,58,70
223573,21,42,24,32,31,43,39,70
139862,60,72,75,70,63,44,65,70
212054,66,68,61,58,59,90,70,70
183382,54,59,79,68,63,70,68,70
211287,62,77,31,56,73,91,86,70
221271,69,62,63,61,68,68,58,70
224599,16,45,18,27,24,53,33,70
190807,64,66,65,79,68,67,68,70
178264,47,60,80,76,68,61,72,70
223065,60,66,62,65,65,84,75,70
230489,71,81,45,62,71,71,83,70
183385,62,67,81,70,71,68,65,70
214106,69,59,75,65,69,70,66,70
176474,64,68,53,71,67,66,70,70
191834,55,68,77,74,50,77,78,70
168283,48,48,84,59,52,47,44,70
190555,70,65,79,65,62,74,72,70
165724,66,78,71,70,70,32,60,70
220509,68,75,59,63,65,77,71,70
236893,34,62,61,65,71,67,72,70
190557,77,79,65,73,70,67,64,70
199262,62,70,66,54,69,74,71,70
214366,49,63,68,66,71,67,70,70
160094,55,61,55,67,61,64,51,70
236382,74,63,64,65,74,70,65,70
203871,66,66,62,70,70,71,68,70
207711,68,70,43,67,70,73,79,70
225375,59,68,75,68,68,77,72,70
233055,58,67,65,60,66,68,65,70
190559,71,80,71,69,70,73,68,70
138336,69,71,78,62,71,67,66,70
225632,63,66,59,64,69,85,67,70
229984,69,70,71,69,70,77,72,70
183392,29,47,62,62,62,65,58,70
138081,70,71,72,73,68,70,58,70
230241,61,77,75,64,68,75,66,70
233825,31,58,70,69,68,71,72,70
235873,75,62,55,62,74,75,73,70
187489,66,58,86,73,70,62,58,70
170082,67,75,73,73,69,63,73,70
191842,68,53,82,65,65,90,78,70
194146,38,57,74,65,52,66,61,70
230243,56,50,51,69,74,49,62,70
179811,67,74,64,72,64,72,78,70
193891,46,67,54,61,75,69,61,70
201572,70,69,72,65,68,75,68,70
224100,41,60,51,65,71,67,68,70
228708,59,63,67,53,66,69,67,70
176996,64,59,59,66,74,71,70,70
194916,13,31,29,35,13,36,42,70
205157,53,78,70,59,72,63,74,70
205669,74,74,64,61,70,71,71,70
205158,58,66,56,60,76,74,72,70
210534,68,63,46,63,70,84,85,70
214118,73,76,68,62,57,78,77,70
202599,67,83,25,76,75,75,90,70
223335,53,67,54,64,65,60,63,70
229991,66,89,38,59,71,66,75,70
178023,39,65,78,50,59,51,60,70
184935,69,84,72,69,72,74,68,70
193895,68,75,62,68,73,73,72,70
204904,72,68,60,65,68,77,65,70
210536,63,80,32,62,66,92,83,70
173160,68,62,66,64,70,71,69,70
205929,70,68,46,66,72,68,72,70
207465,68,71,74,67,70,71,74,70
209001,55,72,41,69,60,77,79,70
222825,62,77,57,64,75,79,78,70
192617,74,69,77,67,65,84,78,70
200298,63,64,79,58,61,71,57,70
204394,64,71,65,65,68,90,87,70
205674,67,76,54,61,70,81,81,70
231786,72,66,35,67,75,78,76,70
205163,64,58,63,71,69,70,66,70
209003,19,40,41,55,20,46,46,70
215147,35,60,70,43,42,68,57,70
219755,58,69,71,67,70,69,70,70
227179,50,67,72,58,54,62,45,70
210028,43,66,78,73,69,71,76,70
212332,55,76,63,65,70,77,71,70
239212,58,85,75,68,72,89,72,70
193900,64,68,60,67,67,86,72,70
199789,22,40,79,63,51,48,46,70
213613,65,61,70,73,72,72,72,70
160109,68,64,63,71,71,51,63,70
240493,12,59,41,50,11,53,44,70
192621,51,54,75,48,65,77,67,70
194925,30,64,66,64,66,75,67,70
205934,70,72,64,68,63,76,73,70
162926,78,60,53,66,73,59,68,70
230510,58,84,44,67,73,81,62,70
190575,62,76,68,72,73,67,72,70
192367,42,72,69,60,62,54,69,70
210544,65,85,53,62,73,81,87,70
224368,65,84,43,64,71,84,76,70
231280,68,60,45,61,71,73,70,70
177520,69,49,74,73,68,31,51,70
197233,12,52,18,23,17,42,57,70
201841,41,43,70,69,52,37,57,70
203889,51,74,55,60,69,72,77,70
211057,65,79,59,59,71,74,79,70
177521,62,74,78,68,65,68,67,70
186993,66,77,60,70,71,72,77,70
211826,57,62,69,67,61,61,64,70
227186,17,43,26,24,18,43,37,70
199283,75,59,81,59,67,80,77,70
233075,41,41,85,65,61,42,34,70
169843,25,32,75,60,51,45,31,70
239475,59,68,54,59,71,75,71,70
131444,37,74,82,71,68,56,75,70
210548,63,75,70,71,72,38,69,70
189300,58,78,65,65,72,84,83,70
198261,61,72,61,77,68,66,63,70
200309,63,62,69,68,67,88,72,70
11381,20,41,30,42,21,44,47,70
225653,64,80,59,72,67,89,77,70
190581,66,78,43,62,75,77,83,70
223862,64,69,59,67,73,70,72,70
165494,60,91,56,71,72,85,92,70
169078,68,78,52,58,70,77,83,70
234870,63,93,31,57,70,84,86,70
189558,38,32,63,66,68,41,57,70
208247,50,50,71,65,57,75,66,70
160119,77,82,37,72,77,87,83,70
183671,30,52,70,60,48,68,70,70
230520,58,61,41,61,71,61,65,70
208505,51,71,75,58,64,79,74,70
218745,43,69,68,64,72,73,66,70
157305,65,72,73,71,73,50,62,70
177273,58,66,71,61,61,66,66,70
178297,76,69,80,66,68,72,71,70
209786,66,59,73,61,68,73,61,70
210042,56,73,65,64,71,74,73,70
223610,67,81,32,66,74,69,63,70
188538,47,46,67,62,59,47,46,70
192890,61,77,52,64,74,77,70,70
201083,68,75,71,73,67,87,84,70
205691,66,74,70,67,63,70,76,70
207739,38,35,28,74,70,50,61,70
214907,62,68,55,67,76,71,75,70
232571,22,54,54,48,54,73,70,70
181371,60,62,73,60,70,58,77,70
193147,62,71,88,75,69,53,72,70
145020,67,58,80,80,68,44,66,70
227964,61,92,60,58,74,90,91,70
178556,77,61,78,75,67,50,58,70
213117,62,77,40,60,66,91,77,70
213885,43,62,56,69,70,61,63,70
215165,73,75,59,62,72,78,77,70
220029,72,69,42,64,72,69,76,70
200574,58,64,66,55,35,60,79,70
207998,13,60,25,30,23,47,38,70
210814,44,54,70,60,50,67,68,70
162174,64,72,88,70,71,68,66,70
177278,62,74,67,66,68,53,70,70
144511,68,66,74,71,68,61,71,70
210303,52,64,63,63,66,66,61,70
142720,55,68,68,61,75,75,71,70
211840,38,50,80,76,53,47,37,70
189568,69,62,74,68,73,67,71,70
198017,67,70,63,64,70,91,90,70
209281,69,73,50,64,71,74,82,70
217217,52,81,80,73,65,58,54,70
219521,17,55,20,24,15,49,52,70
161921,10,40,40,54,21,53,57,70
188033,20,41,29,57,25,28,21,70
188289,60,65,57,67,68,73,87,70
205186,21,49,32,49,20,63,64,70
205954,67,54,58,65,67,55,53,70
214146,68,75,80,60,58,74,73,70
225666,64,82,49,62,68,84,71,70
188546,68,65,33,53,72,52,76,70
135043,14,56,34,62,35,47,59,70
223107,13,52,16,23,19,26,19,70
230531,39,65,88,67,62,65,58,70
223876,66,69,64,65,70,82,70,70
226436,70,63,65,72,68,73,72,70
229764,61,69,68,72,77,69,70,70
205701,61,88,42,68,68,86,85,70
220805,76,82,45,64,63,86,83,70
222597,51,85,31,71,74,91,86,70
214918,75,55,68,68,72,65,77,70
160134,71,81,45,62,71,71,83,70
236679,65,65,57,62,75,64,62,70
191111,67,72,58,67,61,77,72,70
198024,66,81,45,74,72,87,91,70
233096,73,53,75,63,64,77,67,70
184456,60,79,87,50,63,75,70,70
187528,70,70,70,64,74,71,76,70
199305,33,43,70,67,39,54,52,70
207753,26,42,67,64,30,48,68,70
209289,73,79,38,59,74,73,72,70
223881,15,58,19,21,17,45,33,70
232329,34,65,53,68,69,65,61,70
189065,69,78,69,66,65,77,78,70
199562,54,73,73,71,72,62,73,70
144010,64,76,68,66,69,66,69,70
230794,64,76,47,62,69,74,75,70
233866,46,68,64,68,70,77,72,70
234122,51,68,69,65,73,68,77,70
192906,66,75,72,65,74,70,72,70
205963,43,62,67,65,67,67,68,70
211339,68,76,39,63,66,73,73,70
155532,14,34,36,32,24,48,37,70
169100,66,87,50,64,68,87,92,70
236172,48,72,74,68,73,67,78,70
174732,72,62,80,72,68,64,81,70
233101,14,35,33,30,10,23,37,70
193421,81,69,37,63,74,65,67,70
199566,72,82,67,60,70,80,83,70
225934,30,56,71,60,55,63,37,70
240526,63,74,45,45,70,82,74,70
176270,30,60,66,66,66,73,64,70
201359,53,69,78,62,68,76,79,70
208015,58,63,78,68,58,68,64,70
224143,69,62,71,60,67,88,71,70
186511,12,60,29,33,19,51,62,70
213136,63,65,68,61,64,73,67,70
165520,71,76,55,69,69,67,71,70
232080,67,75,59,68,68,88,79,70
116368,66,63,62,63,70,56,68,70
199313,62,65,63,60,65,80,81,70
213905,63,55,62,59,61,76,68,70
236690,28,67,68,62,51,66,62,70
183955,63,79,77,66,65,80,75,70
191123,56,67,57,57,72,76,70,70
193427,65,74,62,62,69,82,72,70
199060,74,71,85,67,69,68,56,70
201876,55,51,75,74,68,74,74,70
140180,70,74,70,67,72,33,61,70
220052,26,34,73,62,51,48,54,70
140181,13,32,21,20,16,17,28,70
205973,43,46,72,61,59,63,53,70
144021,65,73,78,64,66,74,73,70
216981,60,74,44,55,69,80,68,70
224917,66,75,45,65,73,76,61,70
179605,70,78,59,77,82,68,73,70
160150,58,84,44,67,73,81,62,70
162198,60,59,62,66,67,62,64,70
227990,64,60,46,60,70,64,61,70
237207,73,74,57,74,71,84,80,70
199832,38,52,70,67,57,50,39,70
209304,73,82,43,69,72,81,77,70
212120,46,48,68,61,58,49,53,70
194200,34,58,79,65,57,57,62,70
197785,66,47,34,70,75,76,89,70
200601,68,73,70,56,69,73,72,70
205465,54,72,79,67,67,64,70,70
207769,46,52,68,66,65,35,40,70
51353,64,68,72,82,68,74,70,70
188313,70,82,69,67,72,84,78,70
190361,12,55,34,38,18,35,39,70
200346,69,52,61,70,74,73,76,70
236186,42,57,62,67,66,65,61,70
148635,78,62,68,80,68,42,60,70
149147,28,32,76,67,44,40,29,70
219803,67,44,79,63,67,65,59,70
236699,66,69,64,68,76,71,68,70
199580,36,45,64,62,56,67,52,70
205212,71,91,74,63,69,90,87,70
184220,65,62,57,67,71,69,73,70
204701,58,89,47,60,75,87,90,70
206493,28,48,70,65,55,53,43,70
212381,68,75,28,71,68,80,80,70
215965,50,46,53,71,70,76,58,70
160157,58,61,41,61,71,61,65,70
229533,63,65,80,67,71,75,61,70
183453,48,56,70,70,69,62,67,70
201374,68,77,72,65,64,88,84,70
202910,14,32,22,21,18,31,29,70
212126,56,71,54,63,74,71,66,70
173470,62,74,58,74,74,69,76,70
225951,69,59,40,65,71,75,73,70
198560,45,73,74,66,63,62,63,70
211872,72,63,66,65,65,73,66,70
214944,48,47,60,61,77,39,58,70
204449,64,72,75,68,66,70,68,70
204450,48,48,76,72,67,75,72,70
213666,41,68,67,71,75,65,62,70
215970,66,68,68,64,65,89,79,70
187042,65,72,75,67,65,66,69,70
198819,69,69,55,73,72,68,73,70
140451,68,75,48,67,70,76,76,70
159907,11,37,39,35,17,33,39,70
170915,64,72,77,62,68,60,75,70
189603,64,69,64,75,65,91,77,70
126883,61,76,53,46,71,74,77,70
198564,39,57,54,59,63,69,69,70
202148,63,74,63,68,74,70,67,70
161700,74,55,68,73,68,63,71,70
51620,60,63,76,61,51,29,51,70
209317,65,55,56,62,70,80,77,70
216229,71,60,68,67,72,68,72,70
235173,47,59,74,76,67,64,55,70
192165,60,89,76,76,72,79,79,70
204966,19,62,20,29,23,49,54,70
160166,39,65,88,67,62,65,58,70
232870,32,51,61,55,56,66,55,70
194726,73,66,54,63,68,70,69,70
213159,58,66,58,62,65,73,74,70
234151,69,72,62,61,66,75,73,70
235943,71,83,61,64,70,80,80,70
211880,66,75,67,68,65,71,77,70
211881,51,64,71,72,66,64,62,70
213930,32,44,54,61,68,67,63,70
221610,14,21,20,19,20,27,21,70
223402,67,83,63,68,72,86,74,70
187818,59,73,81,71,68,68,71,70
188586,66,49,68,76,69,40,51,70
200107,56,77,71,69,70,80,67,70
136875,19,31,40,59,21,50,40,70
207531,59,51,72,71,65,45,52,70
232619,70,75,48,60,68,68,73,70
240043,11,21,18,30,16,21,36,70
216492,40,57,71,70,59,67,56,70
224428,53,70,36,68,67,85,80,70
169644,66,83,55,75,68,86,91,70
219566,44,74,56,63,67,77,73,70
214191,20,66,75,50,57,58,43,70
214447,71,72,35,65,72,65,74,70
159919,71,74,55,63,62,75,71,70
232623,63,75,60,47,69,66,62,70
168879,75,69,31,67,70,48,69,70
188335,41,42,55,68,69,52,58,70
204464,71,67,68,66,71,68,74,70
157617,75,74,61,70,72,68,74,70
223921,66,63,55,67,73,75,69,70
159921,70,71,69,62,64,64,47,70
160177,65,86,62,66,67,79,80,70
124337,57,43,73,61,59,51,39,70
204210,49,53,73,64,59,43,51,70
208306,51,70,50,60,68,74,76,70
225970,62,70,61,63,73,64,58,70
184242,69,70,66,74,69,73,83,70
211635,70,65,59,61,68,79,71,70
215987,69,83,79,67,61,75,72,70
224179,50,71,42,74,68,58,55,70
167603,68,75,71,72,71,73,77,70
202164,46,70,80,69,65,70,75,70
208052,64,66,46,51,67,83,73,70
209332,16,54,34,44,24,44,50,70
229556,62,59,55,68,74,76,76,70
232884,66,79,41,67,70,63,76,70
203445,65,56,78,65,67,64,54,70
209333,18,50,25,35,26,39,45,70
221621,33,53,79,61,60,50,42,70
159925,66,64,85,67,64,49,67,70
202678,66,86,71,60,64,78,59,70
210358,17,32,12,21,23,31,22,70
223926,68,78,47,64,78,78,78,70
160182,11,65,35,59,8,57,66,70
231862,57,73,38,65,67,78,78,70
171190,82,69,80,59,71,63,72,70
8631,64,77,68,61,64,72,71,70
199352,47,51,69,62,59,52,53,70
224440,20,24,20,24,19,24,22,70
183736,55,53,71,68,51,37,58,70
191160,36,50,89,43,49,51,49,70
205753,62,92,62,67,70,91,83,70
212409,65,67,58,65,74,78,78,70
220089,62,58,79,59,54,65,55,70
224953,14,45,27,31,17,47,35,70
201146,51,50,73,59,66,64,67,70
204474,67,92,47,59,70,84,83,70
221370,71,78,55,61,68,78,63,70
224442,12,42,17,25,21,37,28,70
231866,42,64,53,62,72,50,59,70
188602,66,56,75,61,58,73,58,70
195258,68,59,80,70,65,65,61,70
198331,63,70,53,67,72,83,75,70
204731,74,66,71,66,68,72,67,70
177083,71,80,60,66,65,78,77,70
193467,63,49,81,66,60,45,51,70
212156,62,70,56,64,67,73,69,70
169404,11,19,34,12,24,18,25,70
198589,67,77,79,67,67,70,65,70
207805,36,67,70,69,68,59,69,70
222397,33,44,71,51,42,32,33,70
224189,60,54,74,68,62,67,61,70
160189,64,67,47,62,75,62,68,70
232381,41,38,76,68,67,68,45,70
189885,70,80,48,46,73,85,84,70
220862,53,62,88,60,66,77,61,70
232894,24,53,68,52,63,77,68,70
181694,11,55,22,17,15,52,56,70
202175,53,59,40,62,64,76,77,70
229055,64,59,66,54,68,72,69,70
230335,73,74,61,70,64,82,62,70
188607,70,56,62,66,70,69,63,70
158912,49,69,65,68,68,72,73,70
236480,62,81,60,66,72,79,75,70
221890,54,67,75,67,72,67,69,70
228546,67,73,71,62,70,86,81,70
195010,15,28,23,43,15,45,44,70
221891,70,43,73,65,52,37,35,70
166851,48,59,79,74,53,30,34,70
110787,59,51,81,79,67,36,43,70
190915,62,70,70,67,69,63,68,70
219844,61,72,72,61,73,67,66,70
230340,72,72,62,65,76,77,72,70
235716,71,63,29,66,67,77,62,70
201925,32,41,72,61,51,35,45,70
220357,68,66,65,50,67,50,62,70
226757,26,66,66,42,53,62,47,70
181445,38,56,65,69,57,51,55,70
189893,68,72,71,67,58,82,63,70
206534,58,53,56,67,73,75,70,70
215495,53,71,69,66,65,54,59,70
217287,66,71,74,73,65,57,64,70
167111,26,49,65,67,56,31,33,70
186567,55,69,80,66,62,57,53,70
205512,34,49,73,64,54,55,46,70
229064,43,53,78,74,71,68,68,70
195272,73,74,77,71,70,74,65,70
208585,68,78,41,67,71,74,70,70
146121,57,67,86,77,68,59,61,70
176841,51,66,61,64,71,60,59,70
182473,72,68,62,65,66,76,63,70
187337,63,66,52,77,73,65,70,70
160202,64,79,62,62,64,85,84,70
175818,54,32,69,64,68,43,33,70
184010,63,71,52,75,67,62,73,70
221643,58,81,69,69,63,56,72,70
177100,71,72,61,69,66,75,73,70
195020,67,77,86,63,70,76,70,70
201165,52,66,68,71,63,68,73,70
146637,11,41,33,50,12,34,40,70
228813,58,81,54,70,74,68,73,70
234957,33,70,41,64,63,79,74,70
239053,49,65,52,62,67,58,54,70
183245,28,58,71,65,49,54,66,70
184781,11,41,19,40,21,47,34,70
192205,59,45,71,71,70,43,45,70
205518,69,72,54,70,71,78,79,70
173518,40,67,85,57,44,55,60,70
122574,68,57,69,65,66,66,71,70
189646,62,62,72,55,55,60,61,70
202703,69,76,73,67,73,75,76,70
213711,52,83,70,67,72,67,70,70
215247,59,73,40,66,70,68,71,70
216015,25,61,75,64,49,46,45,70
224719,61,72,46,63,73,78,62,70
206544,62,63,44,61,73,68,76,70
156368,70,61,23,61,72,57,58,70
157392,74,73,80,71,73,67,73,70
241104,32,34,71,66,58,51,46,70
204497,65,77,46,44,73,76,78,70
210385,13,24,19,33,24,31,35,70
223697,69,66,68,60,70,70,67,70
229585,40,60,76,50,64,69,53,70
238033,14,64,20,21,11,25,28,70
179665,76,66,70,67,72,68,71,70
189905,63,71,74,73,72,64,59,70
210386,58,68,35,67,74,78,78,70
160210,66,82,60,70,70,78,83,70
169938,67,76,56,68,68,84,82,70
187602,67,73,72,62,66,75,64,70
200915,57,66,69,60,67,73,65,70
214483,75,93,67,66,66,86,88,70
226515,64,57,76,45,66,68,61,70
123603,58,66,66,73,53,36,53,70
158676,67,65,75,71,70,49,61,70
51412,44,80,88,72,68,64,66,70
234966,59,66,22,69,72,60,68,70
187350,67,69,66,65,67,76,67,70
211927,67,79,70,68,70,67,71,70
212183,73,82,77,63,71,82,81,70
156375,74,89,80,62,80,69,81,70
159959,61,77,75,64,68,75,66,70
234711,71,82,38,62,72,82,86,70
195031,70,76,70,60,67,93,90,70
159960,56,50,51,69,74,49,62,70
160216,42,57,62,67,66,65,61,70
164568,56,71,71,68,70,69,64,70
198617,62,75,46,66,70,77,81,70
204761,27,44,64,59,53,63,55,70
229337,60,70,50,73,75,75,71,70
181721,64,80,49,65,71,79,78,70
183513,19,43,42,55,23,41,44,70
200922,62,51,81,65,69,66,62,70
230362,72,57,67,61,61,77,61,70
199131,62,61,77,67,58,73,71,70
202459,68,74,60,72,71,74,75,70
209371,57,69,70,74,68,74,67,70
229595,55,88,64,67,67,81,83,70
123611,65,58,73,71,50,62,63,70
209372,61,78,43,70,73,77,77,70
216284,31,33,74,62,50,30,34,70
189148,65,74,56,74,67,80,74,70
195036,42,83,31,71,67,78,79,70
213725,59,76,65,70,71,77,77,70
230365,66,59,66,62,61,67,51,70
239581,35,52,66,65,35,50,42,70
200414,63,82,71,73,74,83,90,70
212446,64,84,47,72,76,86,90,70
226271,59,46,64,59,73,56,60,70
184287,65,84,28,66,70,79,80,70
194783,56,66,43,66,70,79,82,70
150496,68,84,68,73,70,77,83,70
220128,59,75,65,67,69,77,78,70
222944,59,54,49,58,73,57,60,70
230368,77,71,57,66,62,71,72,70
237537,67,69,59,47,67,86,72,70
238305,71,68,59,62,70,72,65,70
10466,79,78,43,71,72,65,79,70
209378,78,71,55,68,67,67,63,70
209890,47,58,67,64,60,49,33,70
215266,66,60,55,67,64,92,79,70
201955,64,71,74,62,68,76,59,70
224739,68,66,67,68,63,76,66,70
226787,55,70,33,63,71,81,74,70
184035,69,73,66,70,67,85,70,70
208100,32,32,68,61,53,50,42,70
157412,71,50,62,72,73,48,64,70
198117,36,42,69,70,52,58,47,70
203237,14,52,32,59,13,42,44,70
206565,61,81,38,66,68,86,87,70
143589,36,52,79,76,56,39,46,70
216549,51,62,56,67,67,78,48,70
181733,9,57,22,13,22,46,32,70
208102,30,48,68,60,57,74,44,70
190438,29,58,70,64,55,50,32,70
198631,56,77,74,58,77,81,90,70
19687,60,59,77,63,62,30,61,70
198632,60,84,24,66,68,84,79,70
199912,66,75,39,61,72,74,78,70
224232,65,82,67,61,74,79,76,70
53736,13,65,23,64,22,35,62,70
193768,71,73,66,70,69,79,76,70
199657,58,55,70,67,68,88,76,70
209385,34,55,78,60,42,32,27,70
211177,70,73,71,72,70,80,78,70
215017,65,69,77,65,65,74,68,70
229865,71,79,39,63,76,69,73,70
239593,38,54,58,66,68,66,57,70
181481,11,58,41,34,18,53,41,70
190697,36,58,68,70,66,65,58,70
193001,62,82,48,62,70,82,85,70
214506,39,32,81,44,51,33,34,70
163050,47,73,71,70,68,67,70,70
176618,62,60,78,69,68,53,58,70
190698,11,46,26,36,22,30,48,70
202475,60,62,70,76,80,80,84,70
226539,60,69,43,66,75,74,84,70
235499,45,57,68,67,58,56,55,70
206316,60,68,57,62,66,83,76,70
206317,50,51,70,76,68,55,51,70
214765,58,64,65,58,64,67,59,70
228589,54,75,59,72,75,66,64,70
208622,55,64,53,61,80,79,76,70
155886,19,41,33,42,18,46,47,70
230382,38,67,67,78,59,76,71,70
216815,29,39,73,62,45,45,48,70
189167,64,74,83,65,72,64,76,70
192495,54,80,37,75,74,70,82,70
192751,62,43,72,64,61,67,34,70
214000,52,79,60,64,74,86,84,70
159984,71,73,63,77,74,50,75,70
229104,75,60,55,72,70,58,65,70
232432,63,63,52,70,74,74,70,70
173040,76,81,43,67,66,75,86,70
186352,49,52,75,48,55,66,60,70
188400,18,42,29,47,16,47,52,70
223473,62,48,73,66,65,60,50,70
185073,59,68,72,63,73,56,65,70
188657,15,34,24,39,23,54,50,70
202994,59,68,70,71,72,87,85,70
213746,75,68,51,67,69,74,67,70
230386,57,61,49,60,51,56,45,70
234226,43,60,66,60,58,60,50,70
234994,11,34,23,37,28,47,68,70
205555,68,75,68,70,74,69,75,70
214515,68,75,68,70,71,75,71,70
226803,26,56,77,55,65,60,39,70
163571,72,85,60,68,73,80,74,70
205556,65,62,66,63,66,66,57,70
214004,39,36,78,73,51,38,30,70
224756,67,68,47,63,76,76,79,70
232692,62,83,75,61,69,78,82,70
181236,63,65,64,66,72,69,67,70
190196,30,60,73,61,59,68,59,70
199413,74,65,53,67,73,73,71,70
205557,60,78,29,60,76,83,86,70
214005,67,74,69,65,68,84,73,70
213750,66,83,58,63,67,81,73,70
223734,45,58,73,51,43,53,45,70
189430,14,36,26,45,23,45,61,70
164855,53,56,67,68,63,64,61,70
204280,58,36,60,60,73,64,58,70
236792,52,48,74,64,63,56,51,70
204537,65,73,71,42,69,78,72,70
235513,36,59,65,63,63,69,63,70
